FIELD,YEAR,PRODUCTION,YOY_DELTA
G14-C,2010,32290.854262565,-25821.782129425002
G14-C,2011,20864.03713578,-11426.817126785001
G14-C,2012,30529.711647005002,9665.674511225003
G14-C,2013,17611.415606450002,-12918.296040555
G14-C,2014,19085.434622055007,1474.0190156050048
G14-C,2015,2247.9668995899997,-16837.467722465008
G14-C,2016,18262.7306766,16014.763777010001
G14-C,2017,20757.662671925005,2494.931995325005
G14-C,2018,26683.053767280002,5925.391095354997
G14-C,2019,1728.86010673,-24954.19366055
G14-C,2020,2936.6006427800003,1207.7405360500002
G14-C,2021,0.0,-2936.6006427800003
G16a-A,2006,160209.66888193,
G16a-A,2007,248306.99719600505,88097.32831407504
G16a-A,2008,257469.16288756,9162.165691554954
G16a-A,2009,285634.21715733496,28165.054269774962
G16a-A,2010,271429.12841537496,-14205.088741960004
G16a-A,2011,180505.81468067504,-90923.31373469991
G16a-A,2012,186260.03421321505,5754.21953254001
G16a-A,2013,155559.26704404503,-30700.767169170023
G16a-A,2014,137086.78339833498,-18472.483645710046
G16a-A,2015,90892.258092015,-46194.52530631998
G16a-A,2016,105752.57458386001,14860.316491845006
G16a-A,2017,86832.16664474498,-18920.40793911503
G16a-A,2018,73713.52220230502,-13118.644442439967
G16a-A,2019,63480.57347932,-10232.948722985013
G16a-A,2020,49436.961631325,-14043.611847995002
G16a-A,2021,28787.627000000004,-20649.334631324997
G16a-B,2008,314490.334639545,
G16a-B,2009,419391.643454325,104901.30881477997
G16a-B,2010,407047.75496076,-12343.88849356497
G16a-B,2011,280592.45451343,-126455.30044733
G16a-B,2012,407249.5496511101,126657.09513768007
G16a-B,2013,245478.28060044502,-161771.26905066505
G16a-B,2014,242240.59666751503,-3237.6839329299983
G16a-B,2015,149922.11881346002,-92318.477854055
G16a-B,2016,120963.270543805,-28958.84826965502
G16a-B,2017,104024.23666005499,-16939.033883750017
G16a-B,2018,81171.83243737501,-22852.40422267998
G16a-B,2019,70508.74317805501,-10663.089259319997
G16a-B,2020,58170.30226555,-12338.440912505008
G16a-B,2021,36876.219,-21294.083265550005
G16a-C,2011,56840.035462080006,
G16a-C,2012,298614.27425148,241774.2387894
G16a-C,2013,486126.54004087014,187512.26578939013
G16a-C,2014,474002.84079051,-12123.699250360136
G16a-C,2015,289665.593818305,-184337.246972205
G16a-C,2016,210456.49614316,-79209.09767514499
G16a-C,2017,170378.164408245,-40078.331734915
G16a-C,2018,119274.92655748,-51103.237850765014
G16a-C,2019,85713.53266891501,-33561.393888564984
G16a-C,2020,67720.782168605,-17992.75050031001
G16a-C,2021,48214.525,-19506.257168605
G16a-D,2012,435407.890441825,
G16a-D,2013,348323.09486271004,-87084.79557911493
G16a-D,2014,191893.088318685,-156430.00654402503
G16a-D,2015,122340.308058715,-69552.78025997001
G16a-D,2016,18035.14753416,-104305.160524555
G16a-D,2017,15785.88941861,-2249.258115550001
G16a-D,2018,64094.63739099,48308.74797238
G16a-D,2019,33522.950676135006,-30571.686714854994
G16a-D,2020,43131.009949720006,9608.059273585
G16a-D,2021,22967.841000000008,-20163.16894972
G17a-S1,2006,486986.8633101401,
G17a-S1,2007,262385.681803005,-224601.1815071351
G17a-S1,2008,250758.43926554002,-11627.242537464976
G17a-S1,2009,271186.94841408,20428.509148540004
G17a-S1,2010,199205.100831725,-71981.84758235503
G17a-S1,2011,148896.200262065,-50308.90056966001
G17a-S1,2012,118765.937454385,-30130.26280767999
G17a-S1,2013,20938.869641135003,-97827.06781325
G17a-S1,2014,26057.157928970002,5118.288287834999
G17a-S1,2015,92343.86016387,66286.7022349
G17a-S1,2016,37942.72066723,-54401.139496640004
G17a-S1,2017,84590.22963929502,46647.50897206502
G17a-S1,2018,62119.43458837501,-22470.795050920016
G17a-S1,2019,50225.89141813999,-11893.543170235018
G17a-S1,2020,35006.09048683,-15219.80093130999
G17a-S1,2021,21937.829999999998,-13068.26048683
G17cd-A,2003,434624.98,
G17cd-A,2004,564765.9171563699,130140.93715636991
G17cd-A,2005,374908.7578222751,-189857.1593340948
G17cd-A,2006,290322.464070845,-84586.29375143012
G17cd-A,2007,259008.81554971996,-31313.648521125026
G17cd-A,2008,208803.98761938504,-50204.827930334926
G17cd-A,2009,166148.56921877502,-42655.41840061001
G17cd-A,2010,124040.12635549501,-42108.44286328001
G17cd-A,2011,103335.15563290499,-20704.97072259002
G17cd-A,2012,89999.23140283,-13335.92423007499
G17cd-A,2013,57965.613943355005,-32033.617459474997
G17cd-A,2014,80185.769629595,22220.155686239996
G17cd-A,2015,57585.530178685,-22600.239450909998
G17cd-A,2016,61767.02757364501,4181.49739496001
G17cd-A,2017,51382.09513678,-10384.932436865012
G17cd-A,2018,47925.03108045,-3457.064056330004
G17cd-A,2019,42411.49146007499,-5513.539620375006
G17cd-A,2020,30462.839530240006,-11948.651929834985
G17cd-A,2021,19542.789000000004,-10920.050530240002
Gaag,2003,249292.238225,
Gaag,2004,385354.8173088151,136062.57908381507
Gaag,2005,320973.81269192504,-64381.004616890044
Gaag,2006,183621.34262134996,-137352.47007057507
Gaag,2007,136126.02061700006,-47495.3220043499
Gaag,2008,196677.16265587998,60551.142038879916
Gaag,2009,230245.613925795,33568.45126991504
Gaag,2010,222128.68016945507,-8116.933756339946
Gaag,2011,112112.06109188499,-110016.61907757008
Gaag,2012,165352.517700795,53240.45660891001
Gaag,2013,118160.07761667001,-47192.44008412499
Gaag,2014,79737.97403582002,-38422.10358084999
Gaag,2015,85031.87507862001,5293.901042799989
Gaag,2016,60620.69258482999,-24411.182493790024
Gaag,2017,52766.15944050501,-7854.533144324974
Gaag,2018,45292.34300985,-7473.81643065501
Gaag,2019,38727.989898995,-6564.353110855001
Gaag,2020,26908.135706255005,-11819.854192739997
Gaag,2021,22700.704,-4207.4317062550035
Gasselternijveen,2009,73707.30769804001,
Gasselternijveen,2010,129257.265453405,55549.95775536499
Gasselternijveen,2011,45358.287856330004,-83898.97759707499
Gasselternijveen,2012,83463.14051974,38104.85266341
Gasselternijveen,2013,25060.155652639995,-58402.98486710001
Gasselternijveen,2014,48485.834443600004,23425.67879096001
Gasselternijveen,2015,42300.35721974,-6185.477223860005
Gasselternijveen,2016,32687.867303155,-9612.489916585
Gasselternijveen,2017,26734.602188755,-5953.265114399997
Gasselternijveen,2018,0.001054915,-26734.601133840002
Geesbrug,2009,1968.5178062600005,
Geesbrug,2010,69962.64111034501,67994.123304085
Geesbrug,2011,47630.585315480006,-22332.055794865002
Geesbrug,2012,30476.03440706,-17154.550908420006
Geesbrug,2013,35406.281986315,4930.247579254999
Geesbrug,2014,26201.21290171,-9205.069084604998
Geesbrug,2015,24136.992151734998,-2064.220749975004
Geesbrug,2016,21264.862639180003,-2872.129512554995
Geesbrug,2017,19731.096402720003,-1533.76623646
Geesbrug,2018,17943.292920365,-1787.8034823550042
Geesbrug,2019,14093.655960680002,-3849.6369596849963
Geesbrug,2020,16646.365650555003,2552.7096898750005
Geesbrug,2021,10488.597,-6157.768650555003
Geestvaartpolder,2005,51114.779675779995,
Geestvaartpolder,2006,85802.355457,34687.57578122
Geestvaartpolder,2007,97757.87171874,11955.516261740006
Geestvaartpolder,2008,106779.8465912,9021.974872459992
Geestvaartpolder,2009,68165.27165877001,-38614.57493242998
Geestvaartpolder,2010,117950.09784083499,49784.82618206498
Geestvaartpolder,2011,23830.748217404995,-94119.34962343
Geestvaartpolder,2012,0.0,-23830.748217404995
Geestvaartpolder,2013,13244.693071045,13244.693071045
Geestvaartpolder,2014,21420.976345285002,8176.283274240002
Geestvaartpolder,2015,2.1488618550000003,-21418.827483430003
Geestvaartpolder,2016,0.0,-2.1488618550000003
Geestvaartpolder,2017,0.0,0.0
Geestvaartpolder,2018,0.0,0.0
Geestvaartpolder,2019,0.0,0.0
Geestvaartpolder,2020,0.0,0.0
Geestvaartpolder,2021,0.0,0.0
Grijpskerk,2021,483.46999999999997,
Groet,2003,79115.13745101,
Groet,2004,64742.96494186001,-14372.17250914999
Groet,2005,53359.967929260005,-11382.997012600004
Groet,2006,23516.389876895002,-29843.578052365003
Groet,2007,40042.470954405006,16526.081077510004
Groet,2009,13488.99767115,-26553.473283255007
Groet,2010,32540.653914904997,19051.656243754995
Groet,2011,38243.902064475,5703.248149570001
Groet,2012,19646.100846255,-18597.801218219996
Groet,2013,30912.700647585,11266.599801329998
Groet,2014,30072.268855554998,-840.4317920300018
Groet,2015,26066.17745222,-4006.091403334998
Groet,2016,20964.296257380003,-5101.881194839996
Groet,2017,23607.037667930002,2642.7414105499993
Groet,2018,21891.08550114,-1715.9521667900008
Groet,2019,22740.44609373,849.3605925899974
Groet,2020,17933.37988411,-4807.066209619999
Groet,2021,10705.187,-7228.19288411
Groet-Oost,2006,1369.415754035,
Groet-Oost,2007,39673.140993245004,38303.725239210005
Groet-Oost,2008,221496.48754351,181823.346550265
Groet-Oost,2009,161558.047521035,-59938.440022475
Groet-Oost,2010,83416.786499725,-78141.26102131001
Groet-Oost,2011,60733.60541185501,-22683.18108786999
Groet-Oost,2012,87189.02434586,26455.418934004992
Groet-Oost,2013,121554.82573412001,34365.801388260006
Groet-Oost,2014,36599.834970530006,-84954.99076359
Groet-Oost,2015,30.013386665,-36569.82158386501
Groet-Oost,2016,0.0,-30.013386665
Groet-Oost,2017,0.0,0.0
Groet-Oost,2018,0.0,0.0
Groet-Oost,2019,0.0,0.0
Groet-Oost,2020,0.0,0.0
Groet-Oost,2021,0.0,0.0
Grolloo,2009,5173.25463391,
Grolloo,2010,37605.526581715,32432.271947805
Grolloo,2011,40807.848708929996,3202.3221272149967
Grolloo,2012,18091.350240615,-22716.498468314996
Grolloo,2013,15810.164067675,-2281.1861729400007
Grolloo,2014,10864.754195124999,-4945.409872550001
Grolloo,2015,6486.455022510001,-4378.299172614998
Grolloo,2016,5384.583646030001,-1101.8713764800004
Grolloo,2017,5007.48740064,-377.09624539000106
Grolloo,2018,5158.38244224,150.8950416000007
Grolloo,2019,1843.13060936,-3315.25183288
Grolloo,2020,3499.867232455,1656.7366230949997
Grolloo,2021,1930.108,-1569.7592324549998
Groningen,2003,30634937.308424983,
Groningen,2004,34638239.34876864,4003302.0403436534
Groningen,2005,35637842.84821931,999603.4994506761
Groningen,2006,35028457.40334601,-609385.4448733032
Groningen,2007,30491596.799022015,-4536860.604323994
Groningen,2008,43465896.27258838,12974299.473566364
Groningen,2009,39739207.54948828,-3726688.723100096
Groningen,2010,53652010.08095177,13912802.531463489
Groningen,2011,49348579.76606258,-4303430.314889193
Groningen,2012,50397010.70358736,1048430.9375247806
Groningen,2013,57138005.70966927,6740995.006081909
Groningen,2014,44737765.55987068,-12400240.149798587
Groningen,2015,29646148.16987971,-15091617.389990974
Groningen,2016,29107938.68187838,-538209.488001328
Groningen,2017,24874808.419497587,-4233130.262380794
Groningen,2018,19860426.512163967,-5014381.90733362
Groningen,2019,16416996.759607073,-3443429.752556894
Groningen,2020,8391495.673215289,-8025501.086391784
Groningen,2021,5586818.310999987,-2804677.362215302
Grootegast,2003,225864.685905,
Grootegast,2004,225161.8804337,-702.805471300002
Grootegast,2005,182282.99727880998,-42878.883154890005
Grootegast,2006,148818.04688429003,-33464.950394519954
Grootegast,2007,119075.09295411497,-29742.953930175063
Grootegast,2008,93407.75354543499,-25667.33940867998
Grootegast,2009,109191.96037462,15784.206829185016
Grootegast,2010,98829.72443398,-10362.235940640006
Grootegast,2011,85795.83397246999,-13033.890461510004
Grootegast,2012,81831.11000594501,-3964.72396652498
Grootegast,2013,56862.067361855,-24969.042644090012
Grootegast,2014,62725.869354765004,5863.801992910005
Grootegast,2015,45555.704649429994,-17170.16470533501
Grootegast,2016,68310.74021761,22755.035568180007
Grootegast,2017,55247.48725199001,-13063.252965619991
Grootegast,2018,39495.10404361,-15752.383208380008
Grootegast,2019,40958.03484765001,1462.9308040400065
Grootegast,2020,36546.214695995,-4411.820151655011
Grootegast,2021,22327.094,-14219.120695994996
Grouw-Rauwerd,2003,20045.080248404996,
Grouw-Rauwerd,2004,15216.782819495003,-4828.297428909993
Grouw-Rauwerd,2005,10131.40366,-5085.3791594950035
Grouw-Rauwerd,2006,10516.447635000002,385.0439750000023
Grouw-Rauwerd,2007,11463.195870560001,946.7482355599986
Grouw-Rauwerd,2008,9199.668974719996,-2263.5268958400047
Grouw-Rauwerd,2009,7957.5498137350005,-1242.1191609849957
Grouw-Rauwerd,2010,5777.71037976,-2179.8394339750002
Grouw-Rauwerd,2011,2898.1046846,-2879.6056951600003
Grouw-Rauwerd,2012,1033.0360629,-1865.0686217
Grouw-Rauwerd,2013,0.0,-1033.0360629
Grouw-Rauwerd,2014,0.0,0.0
Grouw-Rauwerd,2015,0.0,0.0
Grouw-Rauwerd,2016,0.0,0.0
Grouw-Rauwerd,2017,0.0,0.0
Grouw-Rauwerd,2018,0.0,0.0
Grouw-Rauwerd,2019,0.0,0.0
Grouw-Rauwerd,2020,0.0,0.0
Grouw-Rauwerd,2021,0.0,0.0
Halfweg,2003,84581.54663393,
Halfweg,2004,72083.90849877501,-12497.638135154994
Halfweg,2005,56145.468876930005,-15938.439621845006
Halfweg,2006,8606.54934546,-47538.919531470005
Halfweg,2007,8873.25928525,266.70993979000013
Halfweg,2008,19022.766341565002,10149.507056315002
Halfweg,2009,18109.553853855006,-913.2124877099959
Halfweg,2010,9324.960174355003,-8784.593679500003
Halfweg,2011,13485.234789345,4160.274614989998
Halfweg,2012,10825.319362595,-2659.91542675
Halfweg,2013,0.0,-10825.319362595
Halfweg,2014,0.0,0.0
Halfweg,2015,0.0,0.0
Halfweg,2016,0.0,0.0
Halfweg,2017,0.0,0.0
Hardenberg,2003,334258.25706999993,
Hardenberg,2004,210425.17782664008,-123833.07924335985
Hardenberg,2005,230340.93920994003,19915.76138329995
Hardenberg,2006,275239.8221329201,44898.88292298006
Hardenberg,2007,261826.76990245003,-13413.052230470057
Hardenberg,2008,170988.344122885,-90838.42577956503
Hardenberg,2009,149743.99219605,-21244.351926834992
Hardenberg,2010,157884.37354809503,8140.38135204502
Hardenberg,2011,117560.895390905,-40323.478157190024
Hardenberg,2012,87085.29455390999,-30475.600836995014
Hardenberg,2013,104328.44355351997,17243.148999609984
Hardenberg,2014,92622.20581611001,-11706.23773740996
Hardenberg,2015,77921.42939429001,-14700.776421820003
Hardenberg,2016,85726.944858225,7805.515463934993
Hardenberg,2017,77346.77077753001,-8380.174080694997
Hardenberg,2018,56393.365462609974,-20953.405314920034
Hardenberg,2019,53315.065472285,-3078.299990324973
Hardenberg,2020,53884.909456985006,569.8439847000045
Hardenberg,2021,37925.273,-15959.636456985005
Hardenberg-Oost,2007,14806.511607184999,
Hardenberg-Oost,2008,24358.474720730002,9551.963113545004
Hardenberg-Oost,2009,16396.47633044,-7961.998390290002
Hardenberg-Oost,2010,26319.24101157,9922.76468113
Hardenberg-Oost,2011,19407.826140290003,-6911.414871279998
Hardenberg-Oost,2012,14727.051189725002,-4680.774950565001
Hardenberg-Oost,2013,14567.562810535,-159.48837919000107
Hardenberg-Oost,2014,10986.69076506,-3580.872045475
Hardenberg-Oost,2015,12296.15042507,1309.4596600099994
Hardenberg-Oost,2016,11854.931171405,-441.219253665
Hardenberg-Oost,2017,10453.51351593,-1401.4176554749993
Hardenberg-Oost,2018,849.4565898550001,-9604.056926075
Hardenberg-Oost,2019,12439.50282442,11590.046234565
Hardenberg-Oost,2020,8133.29759782,-4306.2052266
Hardenberg-Oost,2021,5861.577,-2271.72059782
Harkema,2010,63975.9109274,
Harkema,2011,108950.26457931001,44974.35365191001
Harkema,2012,71448.94144638,-37501.32313293
Harkema,2013,60070.302287645005,-11378.639158735
Harkema,2014,35873.80449059,-24196.497797055003
Harkema,2015,20998.090459405,-14875.714031185002
Harkema,2016,13474.288991305,-7523.8014681
Harkema,2017,12086.293019375,-1387.9959719300005
Harkema,2018,11051.4372281,-1034.8557912750002
Harkema,2019,11899.69648943,848.2592613300003
Harkema,2020,10514.721794059999,-1384.9746953700014
Harkema,2021,6236.981,-4277.740794059999
Harlingen Lower Cretaceous,2003,5212.5966339199995,
Harlingen Lower Cretaceous,2004,6713.1014004300005,1500.504766510001
Harlingen Lower Cretaceous,2005,700.46356,-6012.63784043
Harlingen Lower Cretaceous,2006,152.962675,-547.500885
Harlingen Lower Cretaceous,2007,189.889974575,36.927299575000006
Harlingen Lower Cretaceous,2008,341.67114477499996,151.78117019999996
Harlingen Lower Cretaceous,2009,0.0,-341.67114477499996
Harlingen Lower Cretaceous,2010,0.0,0.0
Harlingen Lower Cretaceous,2011,0.0,0.0
Harlingen Lower Cretaceous,2012,0.0,0.0
Harlingen Lower Cretaceous,2013,0.0,0.0
Harlingen Lower Cretaceous,2014,0.0,0.0
Harlingen Lower Cretaceous,2015,0.0,0.0
Harlingen Lower Cretaceous,2016,0.0,0.0
Harlingen Lower Cretaceous,2017,0.0,0.0
Harlingen Lower Cretaceous,2018,0.0,0.0
Harlingen Lower Cretaceous,2019,0.0,0.0
Harlingen Lower Cretaceous,2020,0.0,0.0
Harlingen Lower Cretaceous,2021,0.0,0.0
Harlingen Upper Cretaceous,2003,0.0,
Harlingen Upper Cretaceous,2004,72411.52501100504,72411.52501100504
Harlingen Upper Cretaceous,2005,62214.66703999999,-10196.857971005047
Harlingen Upper Cretaceous,2006,57246.01739000001,-4968.649649999985
Harlingen Upper Cretaceous,2007,46158.455652640005,-11087.561737360003
Harlingen Upper Cretaceous,2008,36028.873830845005,-10129.581821795
Harlingen Upper Cretaceous,2009,0.0,-36028.873830845005
Harlingen Upper Cretaceous,2010,0.0,0.0
Harlingen Upper Cretaceous,2011,0.0,0.0
Harlingen Upper Cretaceous,2012,0.0,0.0
Harlingen Upper Cretaceous,2013,0.0,0.0
Harlingen Upper Cretaceous,2014,0.0,0.0
Harlingen Upper Cretaceous,2015,0.0,0.0
Harlingen Upper Cretaceous,2016,0.0,0.0
Harlingen Upper Cretaceous,2017,0.0,0.0
Harlingen Upper Cretaceous,2018,0.0,0.0
Harlingen Upper Cretaceous,2019,0.0,0.0
Harlingen Upper Cretaceous,2020,0.0,0.0
Harlingen Upper Cretaceous,2021,0.0,0.0
Haven,2003,533.975819785,
Haven,2004,546.191735485,12.215915699999982
Haven,2005,618.959772185,72.76803670000004
Haven,2006,955.3141453600001,336.3543731750001
Haven,2007,644.9149008449999,-310.3992445150002
Haven,2008,577.729474325,-67.18542651999996
Haven,2009,947.5974421349998,369.86796780999987
Haven,2010,475.84261888000015,-471.7548232549997
Haven,2011,261.408991915,-214.43362696500014
Haven,2012,190.12522061999996,-71.28377129500004
Haven,2013,244.31725908499996,54.192038464999996
Haven,2014,477.36591614,233.04865705500006
Haven,2015,450.2145138699999,-27.15140227000012
Haven,2016,345.50787063000007,-104.70664323999983
Haven,2017,233.71641825000003,-111.79145238000004
Haven,2018,83.56614664,-150.15027161000003
Haven,2019,313.91527620999994,230.34912956999995
Haven,2020,130.7250668,-183.19020940999994
Haven,2021,2.441,-128.2840668
Heinenoord,2014,135876.937251945,
Heinenoord,2015,44767.08395271,-91109.853299235
Heinenoord,2016,18797.643260905,-25969.440691805004
Heinenoord,2017,9359.331414885,-9438.311846019998
Heinenoord,2018,3299.0145812,-6060.316833685
Heinenoord,2019,2512.3011708,-786.7134104000002
Heinenoord,2020,454.12719360500006,-2058.1739771949997
Heinenoord,2021,3440.3949999999995,2986.2678063949993
Hekelingen,2006,35803.662137324995,
Hekelingen,2007,160231.84952472002,124428.18738739502
Hekelingen,2008,124002.62307233,-36229.22645239002
Hekelingen,2009,94999.08965818999,-29003.53341414001
Hekelingen,2010,82436.536273595,-12562.553384594983
Hekelingen,2011,61087.40174963999,-21349.134523955014
Hekelingen,2012,34582.4767096,-26504.92504003999
Hekelingen,2013,44295.489476534996,9713.012766934997
Hekelingen,2014,17676.483818564997,-26619.00565797
Hekelingen,2015,35333.328284575,17656.844466010003
Hekelingen,2016,28549.775440785,-6783.552843789999
Hekelingen,2017,13886.192157119998,-14663.583283665002
Hekelingen,2018,12110.49593422,-1775.6962228999982
Hekelingen,2019,14838.249779875001,2727.753845655001
Hekelingen,2020,5944.62325072,-8893.626529155
Hekelingen,2021,10339.252,4394.62874928
Helder,2003,4614.168672379999,
Helder,2004,4810.016806874999,195.8481344949996
Helder,2005,3084.5018356100027,-1725.5149712649963
Helder,2006,4857.582924225002,1773.0810886149993
Helder,2007,3094.3610712000013,-1763.2218530250007
Helder,2008,2841.0896935950004,-253.2713776050009
Helder,2009,2164.6381088249996,-676.4515847700009
Helder,2010,2376.9756196850003,212.33751086000075
Helder,2011,2584.000578605001,207.0249589200007
Helder,2012,2631.5941237450006,47.593545139999605
Helder,2013,1960.4614204050006,-671.13270334
Helder,2014,2925.8668826549983,965.4054622499978
Helder,2015,2676.57886409,-249.2880185649983
Helder,2016,2563.6006323350007,-112.97823175499934
Helder,2017,2130.479961124999,-433.12067121000155
Helder,2018,2209.685089154998,79.20512802999883
Helder,2019,2490.328346265,280.6432571100022
Helder,2020,2116.0466140949993,-374.28173217000085
Helder,2021,907.7749999999999,-1208.2716140949994
Helm,2003,2882.17757793,
Helm,2004,2607.4692726099997,-274.70830532000036
Helm,2005,2021.2287440649998,-586.240528545
Helm,2006,1354.5393427050005,-666.6894013599992
Helm,2007,1965.666371015,611.1270283099996
Helm,2008,5115.157300115001,3149.490929100001
Helm,2009,1958.6680649049997,-3156.4892352100014
Helm,2010,1078.8499664350002,-879.8180984699995
Helm,2011,596.6493748500003,-482.20059158499987
Helm,2012,793.79821954,197.1488446899997
Helm,2013,625.9992199799999,-167.79899956000008
Helm,2014,743.5420689399999,117.54284896000001
Helm,2015,732.4802302499999,-11.061838690000059
Helm,2016,210.30574457,-522.1744856799999
Helm,2017,0.0,-210.30574457
Helm,2018,0.0,0.0
Hemrik (Akkrum 11),2015,6133.78005937,
Hemrik (Akkrum 11),2016,5191.035226235001,-942.7448331349997
Hemrik (Akkrum 11),2017,0.1054915,-5190.929734735
Hemrik (Akkrum 11),2018,0.0,-0.1054915
Hoogenweg,2003,1416.7508449999998,
Hoogenweg,2004,127.928487135,-1288.8223578649997
Hoogenweg,2005,693.8028266900001,565.8743395550001
Hoogenweg,2006,378.27564036,-315.52718633000006
Hoogenweg,2007,0.0,-378.27564036
Hoogenweg,2008,0.0,0.0
Hoogenweg,2009,0.0,0.0
Hoorn,2003,1251.982616235,
Hoorn,2004,1123.0361361249998,-128.94648011000027
Hoorn,2005,979.2280134950001,-143.80812262999962
Hoorn,2006,808.6419285050001,-170.58608499000002
Hoorn,2007,990.13688951,181.49496100499982
Hoorn,2008,1025.796181255,35.65929174500002
Hoorn,2009,1603.0414495950004,577.2452683400004
Hoorn,2010,1238.391091375,-364.65035822000027
Hoorn,2011,827.963751645,-410.4273397300001
Hoorn,2012,898.750657975,70.78690632999997
Hoorn,2013,870.8829684200001,-27.867689554999856
Hoorn,2014,719.3286049449998,-151.5543634750003
Hoorn,2015,858.0172250800003,138.68862013500052
Hoorn,2016,503.581608805,-354.43561627500037
Hoorn,2017,0.0,-503.581608805
Hoorn,2018,0.0,0.0
Horizon,2003,4589.028993014999,
Horizon,2004,4449.444750045001,-139.58424296999874
Horizon,2005,3866.0208445499993,-583.4239054950012
Horizon,2006,4110.480517160002,244.4596726100026
Horizon,2007,4039.679896935001,-70.80062022500078
Horizon,2008,3227.971330525,-811.7085664100009
Horizon,2009,3101.6209962299995,-126.35033429500072
Horizon,2010,3577.7674306300014,476.1464344000019
Horizon,2011,3123.2383144099995,-454.5291162200019
Horizon,2012,2833.0575707850007,-290.18074362499874
Horizon,2013,2761.65353918,-71.40403160500091
Horizon,2014,2441.247370975,-320.40616820499963
Horizon,2015,2304.214967390001,-137.03240358499897
Horizon,2016,2424.9383850749996,120.72341768499837
Horizon,2017,2066.452950115001,-358.48543495999866
Horizon,2018,1731.1260641500003,-335.32688596500066
Horizon,2019,1059.15364847,-671.9724156800003
Horizon,2020,1727.8400039250002,668.6863554550002
Horizon,2021,786.2429999999998,-941.5970039250004
Houwerzijl,2003,6991.976620000001,
Houwerzijl,2004,298.495583655,-6693.4810363450015
Houwerzijl,2005,0.0,-298.495583655
Houwerzijl,2006,0.0,0.0
Houwerzijl,2007,27379.079299875004,27379.079299875004
Houwerzijl,2008,37191.5979791,9812.518679224995
Houwerzijl,2009,1134.55897267,-36057.03900643
Houwerzijl,2010,10.94157838,-1123.61739429
Houwerzijl,2011,0.0,-10.94157838
Houwerzijl,2012,0.0,0.0
Houwerzijl,2013,0.0,0.0
Houwerzijl,2014,0.0,0.0
Houwerzijl,2015,0.0,0.0
Houwerzijl,2016,0.0,0.0
Houwerzijl,2017,0.0,0.0
Houwerzijl,2018,0.0,0.0
Houwerzijl,2019,0.0,0.0
Houwerzijl,2020,0.0,0.0
Houwerzijl,2021,0.0,0.0
J03-C Unit,2003,295629.832158535,
J03-C Unit,2004,302005.09492038505,6375.262761850026
J03-C Unit,2005,258497.00982357498,-43508.08509681007
J03-C Unit,2006,219234.26241278,-39262.74741079498
J03-C Unit,2007,217727.27730342498,-1506.9851093550096
J03-C Unit,2008,182434.76579002998,-35292.511513395
J03-C Unit,2009,166223.84056876999,-16210.925221259997
J03-C Unit,2010,143131.16574094503,-23092.674827824958
J03-C Unit,2011,136129.188526745,-7001.977214200015
J03-C Unit,2012,115393.967061615,-20735.221465130016
J03-C Unit,2013,109580.516161655,-5813.450899959993
J03-C Unit,2014,84441.50139310499,-25139.014768550012
J03-C Unit,2015,69254.366959685,-15187.134433419997
J03-C Unit,2016,77771.19578439501,8516.828824710014
J03-C Unit,2017,55333.250786575,-22437.944997820006
J03-C Unit,2018,64198.51909070001,8865.268304125006
J03-C Unit,2019,53682.56515592,-10515.95393478001
J03-C Unit,2020,50446.186152844995,-3236.3790030750024
J03-C Unit,2021,26544.768,-23901.418152844995
K01-A Unit,2003,819038.0810178049,
K01-A Unit,2004,703535.9682900499,-115502.11272775498
K01-A Unit,2005,1043029.6197620351,339493.65147198515
K01-A Unit,2006,902115.2291939601,-140914.390568075
K01-A Unit,2007,818789.0925951,-83326.13659886003
K01-A Unit,2008,682239.2524924449,-136549.84010265511
K01-A Unit,2009,630796.5503790852,-51442.7021133597
K01-A Unit,2010,544691.520820115,-86105.02955897024
K01-A Unit,2011,475157.62986813503,-69533.89095197996
K01-A Unit,2012,485598.81037279987,10441.180504664837
K01-A Unit,2013,376814.84575883497,-108783.9646139649
K01-A Unit,2014,287796.59036365506,-89018.2553951799
K01-A Unit,2015,271218.3004878801,-16578.289875774994
K01-A Unit,2016,258122.16793154003,-13096.132556340046
K01-A Unit,2017,212246.14361693498,-45876.02431460505
K01-A Unit,2018,212823.009115875,576.8654989400238
K01-A Unit,2019,186600.706353485,-26222.302762389998
K01-A Unit,2020,134642.98735272,-51957.719000765006
K01-A Unit,2021,95663.63999999998,-38979.34735272001
K02b-A,2005,8746.367779560002,
K02b-A,2006,536574.4341011,527828.0663215399
K02b-A,2007,660724.6355622701,124150.2014611701
K02b-A,2008,806598.25222465,145873.61666237994
K02b-A,2009,775810.69930826,-30787.552916390006
K02b-A,2010,670579.31180964,-105231.38749861997
K02b-A,2011,835766.4188384349,165187.10702879482
K02b-A,2012,541896.0266626499,-293870.3921757849
K02b-A,2013,435374.5192607151,-106521.50740193482
K02b-A,2014,229995.67080501502,-205378.8484557001
K02b-A,2015,273824.635726865,43828.964921849954
K02b-A,2016,378786.46185045,104961.82612358505
K02b-A,2017,271441.25888296013,-107345.2029674899
K02b-A,2018,156320.54434396498,-115120.71453899515
K02b-A,2019,144600.52203225,-11720.022311714973
K02b-A,2020,130246.59533294002,-14353.926699309988
K02b-A,2021,91767.685,-38478.910332940024
K04-A,2003,59187.254039445,
K04-A,2004,43599.47871275,-15587.775326694995
